run_id,round,stage,agent,suspect,suspicion_score,confidence_score,primary_reason,evidence_categories,strongest_supporting_fact,top_suspect,overall_uncertainty
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Harold Chun,Fiona McAllister,2,4,No reason provided.,alibi|timeline,No specific fact cited.,Pauline Thompson,5
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Margaret Chun,Harold Chun,2,3,"Left apartment at 8:15, denied holding office or bathroom keys after that time, and did not appear in the bathroom. His statements are consistent with the timeline.",alibi|timeline|behavior,"Left apartment at 8:15, denied holding office or bathroom keys after that time, and did not appear in the bathroom. His statements are consistent with the timeline.",Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Margaret Chun,Bobby Herrerra,5,4,"Was with Louis until 8:45, then at a bar. No clear alibi for the period between 8:45 and the discovery of the body. Potential to have entered the apartment after the bar, but no direct evidence of motive or access to keys.",opportunity|behavior|timeline,"Was with Louis until 8:45, then at a bar. No clear alibi for the period between 8:45 and the discovery of the body. Potential to have entered the apartment after the bar, but no direct evidence of motive or access to keys.",Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Margaret Chun,Pauline Thompson,6,5,"Had Rick’s office key from 8:45 until she returned it, giving her access to the apartment. She was outside waiting for Rick until 9:00 and did not see anyone in the bathroom, yet the note was found only after 9:00. Her possession of the key and her timing raise suspicion, though motive remains unclear.",means|opportunity|behavior,"Had Rick’s office key from 8:45 until she returned it, giving her access to the apartment. She was outside waiting for Rick until 9:00 and did not see anyone in the bathroom, yet the note was found only after 9:00. Her possession of the key and her timing raise suspicion, though motive remains unclear.",Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Margaret Chun,Louis Cagliostro,4,3,"Left key in common area, was with Bobby until 8:45, and has no alibi after that time. No direct involvement with keys or the note. His behavior is unremarkable.",timeline|behavior,"Left key in common area, was with Bobby until 8:45, and has no alibi after that time. No direct involvement with keys or the note. His behavior is unremarkable.",Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Margaret Chun,Tim Kane,3,4,"Stated he stayed at the party until after 8:45, providing a solid alibi for the time of the murder. No key or motive evidence.",alibi|timeline,"Stated he stayed at the party until after 8:45, providing a solid alibi for the time of the murder. No key or motive evidence.",Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Margaret Chun,Fiona McAllister,2,3,Did not possess the bathroom key after 8:15 and was at the party. No evidence of motive or opportunity.,alibi|behavior,Did not possess the bathroom key after 8:15 and was at the party. No evidence of motive or opportunity.,Pauline Thompson,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Fiona McAllister,Harold Chun,3,4,No reason provided.,opportunity|timeline|behavior,No specific fact cited.,Bobby Herrerra,9
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Fiona McAllister,Bobby Herrerra,5,4,No reason provided.,opportunity|behavior,No specific fact cited.,Bobby Herrerra,9
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Fiona McAllister,Pauline Thompson,3,3,No reason provided.,opportunity|behavior,No specific fact cited.,Bobby Herrerra,9
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Fiona McAllister,Louis Cagliostro,2,3,No reason provided.,opportunity|behavior,No specific fact cited.,Bobby Herrerra,9
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Fiona McAllister,Tim Kane,2,3,No reason provided.,opportunity|behavior,No specific fact cited.,Bobby Herrerra,9
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Fiona McAllister,Margaret Chun,4,4,No reason provided.,opportunity|timeline,No specific fact cited.,Bobby Herrerra,9
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Bobby Herrerra,Harold Chun,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Margaret Chun,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Bobby Herrerra,Pauline Thompson,5,4,No reason provided.,opportunity|behavior,No specific fact cited.,Margaret Chun,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Bobby Herrerra,Louis Cagliostro,3,2,No reason provided.,alibi|means,No specific fact cited.,Margaret Chun,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Bobby Herrerra,Tim Kane,3,2,No reason provided.,alibi|means,No specific fact cited.,Margaret Chun,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Bobby Herrerra,Margaret Chun,8,7,No reason provided.,motive|opportunity|means,No specific fact cited.,Margaret Chun,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Bobby Herrerra,Fiona McAllister,4,3,No reason provided.,means,No specific fact cited.,Margaret Chun,6
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Tim Kane,Harold Chun,5,5,No reason provided.,means|opportunity|timeline|alibi|behavior,No specific fact cited.,Harold Chun,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Tim Kane,Bobby Herrerra,4,4,No reason provided.,means|opportunity|timeline|alibi|behavior,No specific fact cited.,Harold Chun,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Tim Kane,Pauline Thompson,6,6,No reason provided.,means|opportunity|timeline|alibi|behavior,No specific fact cited.,Harold Chun,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Tim Kane,Louis Cagliostro,4,4,No reason provided.,means|opportunity|timeline|alibi|behavior,No specific fact cited.,Harold Chun,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Tim Kane,Margaret Chun,3,4,No reason provided.,opportunity|timeline|alibi,No specific fact cited.,Harold Chun,7
thesis-pilot-passive-concealment-20260530T180200Z-r005,5,accusation_synthesis,Tim Kane,Fiona McAllister,3,4,No reason provided.,timeline|alibi|behavior,No specific fact cited.,Harold Chun,7
